id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_page_title;fr_wiki_image_url;fr_wiki_match_status;fr_wiki_match_via;fr_wiki_A;fr_wiki_acteur;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_alias;fr_wiki_ancien_nomf;fr_wiki_capitaine;fr_wiki_Chapitres;fr_wiki_cp9clé;fr_wiki_Date;fr_wiki_df2nom;fr_wiki_df2nomf;fr_wiki_df2signifiant;fr_wiki_df2type;fr_wiki_dfnom;fr_wiki_dfnomf;fr_wiki_dftype;fr_wiki_doriki;fr_wiki_Ending;fr_wiki_épithète;fr_wiki_Format;fr_wiki_groupe_sanguin;fr_wiki_lieuvie;fr_wiki_naissance;fr_wiki_navire;fr_wiki_nom;fr_wiki_Nom;fr_wiki_nom_réel;fr_wiki_nomf;fr_wiki_Nomf;fr_wiki_nomj;fr_wiki_Nomj;fr_wiki_nomr;fr_wiki_Nomr;fr_wiki_numgladiateur;fr_wiki_numzombie;fr_wiki_occupation;fr_wiki_Opening;fr_wiki_origine;fr_wiki_P;fr_wiki_particularités;fr_wiki_Piece;fr_wiki_poids;fr_wiki_premiere;fr_wiki_première;fr_wiki_prime;fr_wiki_Saison;fr_wiki_SaisonKHV;fr_wiki_signe_astrologique;fr_wiki_signifiant;fr_wiki_statut;fr_wiki_taille;fr_wiki_titre;fr_wiki_Tomes;fr_wiki_vf;fr_wiki_vo
chess;Chess;Bliking Pirates;Drum Kingdom;32;Chesu;;;;"Chapter 131; Episode 78";194 cm;Evil Chief of Staff (Chief of Staff);Pirate;Drum Kingdom;Alive;Chess;https://static.wikia.nocookie.net/onepiece/images/6/66/Chess_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Chess;;Mark Penwill;L’Équipage de Wapol (dissous) Royaume des Cerisiers;30 ans (avant l'ellipse) 32 ans (après l'ellipse);;;;;;;;;;;;;;;;;;;;20 Juillet;;Chess;;;Chess;;チェス;;Chesu;;;;Chef d' état-major maléfique (Chef du personnel) Pirate Tireur d'Elite;;Île de Drum;;;;;;"Chapitre 131 ; Épisode 78";;;;;;Vivant;1m94;;;;
chimney;Chimney;Kokoro;Aucune;10;Chimuni;;;;"Chapter 322; Episode 229";115 cm;Sunday stationmaster of the Shift Station;;Water 7;Alive;Chimney;https://static.wikia.nocookie.net/onepiece/images/4/4f/Chimney_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Chimney;;;Gare de Shift;10 ans (Après l'ellipse)8 ans (Avant l'ellipse);;;;;;;;;;;;;;;;;;S (O);Water Seven (Gare de Shift);2 Juin;;Chimney;;;Chimney;;チムニー;;Chimuni;;;;Chef de la gare Shift Station (seulement le Dimanche);;Water Seven;;;;;;"Chapitre 322 ; Épisode 229";;;;;;Vivante;1m15;;;;
chinjao;Chinjao;Chinjao Family;"Happo Navy ,Straw Hat Grand Fleet";78;"Don Chinjao,Chinjao the Drill,Kiri no Chinjao,Chinjao";"542,000,000";;;"Chapter 704; Episode 632";520 cm;12th Leader of the Happo Navy;Pirate;Kano Country;Alive;Chinjao;https://static.wikia.nocookie.net/onepiece/images/b/b0/Chinjao_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Chinjao;;;Gang du Pays des Fleurs (Famille Chinjao)Flotte de Happou;78 ans;;;;;;;;;;;;;;;;Le Trépan (錐のチンジャオ Kiri no Chinjao);;F (B);;12 Décembre;;Chinjao;;;Don Chinjao;;チンジャオ;;Chinjao;;;;Ex-Leader de la Flotte de HappouEx-Commandant de la Flotte de Happou (12ème)Pirate;;Pays des Fleurs;;;;;;"Chapitre 704 ; Épisode 632";542 000 000 (30 ans auparavant);;;;;Vivant;5m20;;;;
chouchou;Chouchou;Hocker;Aucune;14;Shushu;;;;"Chapter 12; Episode 6";40 cm;Pet;Pet Shop Keeper;Organ Islands;Alive;Chouchou;https://static.wikia.nocookie.net/onepiece/images/e/e5/Chouchou_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Chouchou;;;Hokker;12 ans (au début)14 ans (après ellipse);;;;;;;;;;;;;;;;;;;Orange Town;22 Novembre;;Chouchou;;;Chouchou;;シュシュ;;Shushu;;;;Animal;;Archipel des Orgao;;;;;;"Chapitre 12, Épisode 6";;;;Scorpion;;Vivant;40cm;;;;
conis;Conis;Pumpkin Cafe;Aucune;21;Konisu;;;;"Chapter 239; Episode 154";176 cm;Waitress;;Skypiea;Alive;Conis;https://static.wikia.nocookie.net/onepiece/images/8/84/Conis_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Conis;;;Café Potiron;19 ans (avant l'ellipse)21 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F (B);;20 Mai;;Conis;;;Conis;;コニス;;Konisu;;;;Habitante d'Angel Beach;;Îles Célestes (Skypiea);;;;;;"Chapitre 239 ; Épisode 154";;;;;;Vivante;1m76;;;;
coribou;Coribou;Caribou Pirates;Fake Straw Hat Crew ;29;"Blood-Splatterer' Coribou,Kaerichi no Koribu,Koribu";"190,000,000";;;"Chapter 600; Episode 519";250 cm;Pirate;Captain;North Blue;Alive;Coribou;https://static.wikia.nocookie.net/onepiece/images/9/9a/Coribou_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Coribou;;;L'Équipage de Caribou Faux Équipage du Chapeau de Paille (temporairement);29 ans;;;;;;;;;;;;;;;;"""Coribou L'Arroseur Sanguinaire""";;XF (AB);;2 Mai;;Coribou;;;Coribou;;コリブー;;Koribū;;;;Pirate;;North Blue;;;;;;"Chapitre 600 ; Épisode 519";190.000.000;;;;;;2.50m;;;;
crocodile;Crocodile;Cross Guild;"Seven Warlords of the Sea,Baroque Works,Impel Down";46;"Mr. 0,Misuta Zero,Sir Crocodile,Sa Kurokodairu,Desert King,Sabaku no O,Kurokodairu";"1,965,000,000";Suna Suna no Mi;Logia;"Chapter 126; Episode 76";253 cm;Pirate;"Cross Guild Officer; Baroque Works President; Proprietor of Rain Dinners; Prisoner of the Great Prison";Grand Line;Alive;Crocodile;https://static.wikia.nocookie.net/onepiece/images/f/fd/Crocodile_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Crocodile;;Joe Manganiello;Cross GuildSept grands corsaires Baroque Works Pègre;44 ans (avant ellipse)46 ans (après ellipse);;;;;;;;;;;Suna Suna no Mi;Fruit des Sables;Logia;;;"Mr 0 (ミスター・ゼロ, Misutā Zero), Sir Crocodile (サー･クロコダイル, Sā Kurokodairu)";;;Royaume d'Alabasta (Rainbase) Île de Kalai Bali;5 Septembre;;Crocodile;;;Crocodile;;クロコダイル;;Kurokodairu;;;;PirateGrand corsaire Boss de Baroque Works;;Grand Line;;;;;;"Chapitre 126 ; Épisode 67Chapitre 0 ; Épisode 0";1.965.000.000Montant inconnu81.000.000;;;;"""Suna"" signifie ""sable""";Vivant;"253cm (8'3"")";;;;
crocus;Crocus;Roger Pirates;Laboon;73;Kurokkasu;Unknown;;;"Chapter 102; Episode 62";203 cm;Doctor;"Lighthouse Keeper; Pirate";Grand Line;Alive;Crocus;https://static.wikia.nocookie.net/onepiece/images/3/34/Crocus_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Crocus;;Clive Russel;Phare du Cap des Jumeaux Équipage des Pirates de Roger;"71 ans (avant ellipse); 73 ans (après ellipse)";;;;;;;;;;;;;;;;;;AB;Cap des Jumeaux;4 Juin;;Crocus;;;Crocus;;クロッカス;;Kurokkasu;;;;Docteur Pirate Gardien de Phare;;Grand Line;;;;;;"Chapitre 102 ; Épisode 62Chapitre 0 ; Épisode 0";Inconnue;;;Gémeaux ascendant Vierge;;Vivant;2m03;;;;
curly-dadan;Curly Dadan;Dadan Family;Aucune;55;Kari Dadan;"7,800,000";;;"Chapter 440; Episode 324 (mentioned)Chapter 0; Episode 0 (seen)";221 cm;Mountain Bandit Boss;"Caretaker of Monkey D. Luffy, Portgas D. Ace, and Sabo";East Blue;Alive;Curly Dadan;https://static.wikia.nocookie.net/onepiece/images/8/84/Dadan_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Curly_Dadan;;;Bandits des montagnes;53 ans (avant l'ellipse)55 ans (après l'ellipse);;;;;;;;;;;;;;;;;;X;Mont Corvo;30 Août;;Curly Dadan;;;Curly Dadan;;カーリー・ダダン;;Kārī Dadan;;;;"BanditsMère d'accueil d'Ace, Luffy et Sabo";;East Blue;;;;;;"Chapitre 568 ; Épisode 477 (silhouette)Chapitre 582 ; Épisode 493Chapitre 0 ; Épisode 0";7.800.000;;;;;Vivante;2m21;;;;
dalton;Dalton;Sakura Kingdom;Aucune;35;Doruton;;"Ushi Ushi no Mi, Model: Bison";Zoan;"Chapter 132; Episode 79";218 cm;King of the Sakura Kingdom;"Captain of the Civilian Guard; Captain of Security of the Drum Kingdom";Drum Kingdom;Alive;Dalton;https://static.wikia.nocookie.net/onepiece/images/6/6e/Dalton_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Dalton;;Ty Keogh;Royaume des CerisiersRoyaume de Drum;33 ans (avant l'ellipse)35 ans (après l'ellipse);;Dalton;;;;;;;;;"Ushi Ushi no Mi, modèle: Bison";"Fruit du Bovin, Version Bison";Zoan;;;;;;;10 Juin;;Dalton;;;Dolton;;ドルトン;;Doruton;;;;Roi du Royaume des CerisiersHomme de main du Roi Wapol du Royaume de Drum capitaine de la sécurité Capitaine de la Garde civile;;Île de Drum;;;;;;"Chapitre 132 ; Épisode 79Chapitre 0 ; Épisode 0";;;;;Vache;Vivant;2m18;;;;
demalo-black;Demalo Black;Fake Straw Hat Crew;Aucune;36;"Three-Tongued' Demalo Black,Sanmai-jita no Demaro Burakku,Viz,Funimation: 'Triple-Tongued,Demaro Burakku";"26,000,000";;;"Chapter 598; Episode 517";245 cm;Pirate Captain;;East Blue;Alive;Demalo Black;https://static.wikia.nocookie.net/onepiece/images/d/d4/Demalo_Black_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Demalo_Black;;;Faux Équipage du Chapeau de Paille;34 ans (avant l'ellipse) 36 ans (après l'ellipse);;;;;;;;;;;;;;;;"Demalo Black ""Aux Trois Langues""(三枚舌のデマロ・ブラック, Sanmai-jita no Demaro Burakku)";;S;Archipel des Sabaody;5 Mai;;Demalo Black;;;Demaro Black;;デマロ・ブラック;;Demaro Burakku;;;;Capitaine Pirate;;East Blue;;;;;;"Chapitre 598 ; Épisode 517";26.000.000;;;;;;2m45;;;;
den;Den;Ile des Hommes Poissons;Aucune;62;Den;;;;"Chapter 616; Episode 534";435 cm;Shipwright;"Sea Forest Researcher; Coating Mechanic";Ryugu Kingdom;Alive;Den;https://static.wikia.nocookie.net/onepiece/images/a/a8/Den_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Den;;;Civil;62 ans;;;;;;;;;;;;;;;;;;;;10 Octobre;;Den;;;Den;;デン;;Den;;;;"Chercheur; Revêteur";;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 616 ; Épisode 534";;;;;;Vivant;4m35;;;;
denjiro;Denjiro;Kouzuki Family;"Nine Red Scabbards,Kyoshiro Family,Kurozumi Family,Ninja-Pirate-Mink-Samurai Alliance ";47;"Kyoshiro,Ushimitsu Kozo,Meaning 'Witching Hour Boy,Dozing Kyoshiro,Inemuri Kyoshiro,'Napping Kyoshiro,Denjiro";;;;"Chapter 919; Episode 909";306 cm;Daimyo;"Samurai; Retainer of the Kouzuki Family; Yakuza Boss; Money Changer; Thief";Wano Country;Alive;Denjiro;https://static.wikia.nocookie.net/onepiece/images/7/7e/Denjiro_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Denjiro;;;Pays de Wa Neuf Fourreaux Rouges Famille Kozuki Famille Kurozumi Famille Kyoshiro;47 ans;"""Kyoshiro le somnolent"" (居眠り狂死郎, Inemuri Kyōshirō) ; ""Môme du clair de lune"" (丑三つ小僧, Ushimitsu Kozō)";;;;;;;;;;;;;;;;;XF;Pays des Wa (Capitale des fleurs);26 Octobre;;Denjiro;;;Denjiro;;傳ジロー;;Denjirō;;;;Daimyo Serviteur de la Famille Kozuki Samouraï Changeur de monnaie Yakuza Voleur;;Pays des Wa;;;;;;"Chapitre 919 ; Épisode 909";;;;Scorpion;;Vivant;3m06;;;;
diamante;Diamante;Donquixote Pirates;Aucune;45;Diamante;"99,000,000";Hira Hira no Mi;Paramecia;"Chapter 700; Episode 629";525 cm;Pirate Executive Officer;"Colosseum Proprietor; Swordsman";North Blue;Alive;Diamante;https://static.wikia.nocookie.net/onepiece/images/7/72/Diamante_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Diamante;;;Équipage de Don Quijote;45 ans;;;;;;;;;;;Hira Hira no Mi;Fruit du vol-au-vent;Paramecia;;;"""Le Héros du Colisée"" (コロシアムの英雄, Koroshiamu no Eiyū)";;;Spider Miles Dressrosa;29 Mai;;Diamante;;;Diamante;;ディアマンテ;;Diamante;;;;PirateGladiateur;;North Blue;;;;;;"Chapitre 700 ; Épisode 629";99.000.000;;;;Drapeau;Vivant;5m25;;;;
doc-q;Doc Q;Blackbeard Pirates;Aucune;28;"Death God,Shinigami,Grim Reaper' in English versions,Doku Kyu";"72,000,000";Shiku Shiku no Mi;Paramecia;"Chapter 223; Episode 146";342 cm;Titanic Captain (Captain of the Ninth Ship);Doctor;North Blue;Alive;Doc Q;https://static.wikia.nocookie.net/onepiece/images/5/5c/Doc_Q_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Doc_Q;;;L'Équipage de Barbe Noire;26 ans (avant l'ellipse) 28 ans (après l'ellipse);;;;;;;;;;;Shiku Shiku no Mi;Fruit de la Maladie;Paramecia;;;"""La Faucheuse"" (死（しに）神（がみ）, Shinigami?)";;S;Île de Ruche;18 Octobre;;Doc Q;;;Doc Q;;ドクQ;;Doku Kyū;;;;Pirate Docteur Commandant de la 9e flotte de l'Équipage de Barbe Noire;;North Blue;;;;;;"Chapitre 223 ; Épisode 146";Au moins 72.000.000;;;;Maladie;Vivant;3m42;;;;
don-quichotte-doflamingo;Don Quichotte Doflamingo;Donquixote Pirates;"Impel Down,Underworld,World Government,Seven Warlords of the Sea,Dressrosa";41;"Joker,Joka,Heavenly Yaksha,Ten Yasha,English versions: 'Heavenly Demon,Donkihote Dofuramingo";"340,000,000";Ito Ito no Mi;Paramecia;"Chapter 233; Episode 151";305 cm;Pirate Captain;"Prisoner of the Great Prison; Underworld Broker; King of Dressrosa; World Noble";Mary Geoise;Alive;Don Quichotte Doflamingo;https://static.wikia.nocookie.net/onepiece/images/3/3b/Don_Quichotte_Doflamingo_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Don_Quichotte_Doflamingo;;;L'Équipage de Don Quichotte DoflamingoFamille Don Quichotte;39 ans (avant l'ellipse)41 ans (après l'ellipse);;;;;;;;;;;Ito Ito no Mi;Fruit des fils;Paramecia;;;"""Joker"" (ジョーカー, Jōkā) ; ""Démon Céleste"" (天夜叉 Ten Yasha)";;X;Mary Geoise Spider Miles Dressrosa Impel Down;23 octobre;;Don Quichotte Doflamingo;;;Don Quijote Doflamingo;;ドンキホーテ・ドフラミンゴ;;Donkihōte Dofuramingo;;;;PirateCapitaineCourtier Roi de Dressrosa Grand CorsaireDragon Céleste;;Red Line (Mary Geoise);;;;;;"Chapitre 233 ; Épisode 151Chapitre 0 ; Épisode 0";"340,000,000";;;;Ficelles;Vivant;"3m05 (10'0"")";;;Éric MissoffeJulie Basecqz (Jeune);Masaya Takatsuka (151)Hideyuki Tanaka (207+)Tomoe Hanba (Jeune)
dorry;Dorry;Giant Warrior Pirates;Aucune;160;"Dorry the Blue Ogre,Ao-Oni no Dori,Dori";"1,800,000,000";;;"Chapter 116; Episode 71";2260 cm;Pirate Captain;;Elbaph;Alive;Dorry;https://static.wikia.nocookie.net/onepiece/images/2/2d/Dorry_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Dorry;;Werner Coetser;L'Équipage des Géants;158 ans (avant l'ellipse) 160 ans (après l'ellipse);;Dorey;;;;;;;;;;;;;;"Dorry le Démon Bleu (青鬼のドリー, Ao Oni no Dorī?)";;F;;2 Octobre;;Dorry;;;Dorry;;ドリー;;Dorī;;;;Capitaine;;Erbaf;;;;;;"Chapitre 116 ; Épisode 71Chapitre 0 ; Épisode 0";100.000.000 1.800.000.000;;;;;Vivant;22m60;;;;
drophy;Drophy;New Spiders Cafe;Baroque Works;51;"Miss Merry Christmas,Misu Meri Kurisumasu,4Kids: 'Ms. Groundhog's Day,WT100: 'Miss Merrychristmas,Town-Collapser' Drophy,Machi Otoshi no Dorofi,Dorofi";"14,000,000";Mogu Mogu no Mi;Zoan;"Chapter 160; Episode 103";156 cm;Cafe Waitress;Officer Agent;Grand Line;Alive;Drophy;https://static.wikia.nocookie.net/onepiece/images/f/f4/Drophy_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Drophy;;;Spiders Café Baroque Works;49 ans (avant l'ellipse) 51 ans (après l'ellipse);"""Miss Merrychristmas"" (ミス・メリークリスマス, Misu Merī Kurisumasu)";;;;;;;;;;Mogu Mogu no Mi;Fruit Fouisseur;Zoan;;;"""Drophy la Tombeuse de Villes"" (町落としのドロフィー, Machi Otoshi no Dorofī)";;S;;25 Décembre;;Drophy;;;Drophy;;ドロフィー;;Dorofī;;;;Pirate Serveuse Agent Officier;;Grand Line;;;;;;"Chapitre 160 ; Épisode 103";14.000.000;;;;Taupe;Vivante;1m56;;;;
edward-weevil;Edward Weevil;Seven Warlords of the Sea;Aucune;35;"Whitebeard Jr.,Jr.,Shirohige Junia,self-proclaimed,Edowado Wiburu";"480,000,000";;;"Chapter 802; Episode 751";680 cm;Pirate;;Grand Line;Alive;Edward Weevil;https://static.wikia.nocookie.net/onepiece/images/b/be/Edward_Weevil_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Edward_Weevil;;;Grand corsaire;35 ans;;;;;;;;;;;;;;;;"""Barbe Blanche Jr."" (白ひげJr., Shirohige Junia) (autoproclamé)";;S (O);;10 Décembre;;Edward Weevil;;;Edward Weeble;;エドワード・ウィーブル;;Edowādo Wīburu;;;;Pirate;;Grand Line;;;;;;"Chapitre 802 ; Épisode 751";"480,000,000";;;;;Vivant;6m80;;;;
emporio-ivankov;Emporio Ivankov;Revolutionary Army;"Freedom Fighters,Kamabakka Kingdom,Newkama Land";53;"Okama King,Okama O,Miracle Person,Kiseki no Hito,Enporio Iwankofu";"100,000,000";Horu Horu no Mi;Paramecia;"Chapter 537; Episode 438";449 cm;G Army Commander of the Revolutionary Army;"Queen of the Kamabakka Kingdom; Queen of Newkama Land; Slave";Kamabakka Kingdom;Alive;Emporio Ivankov;https://static.wikia.nocookie.net/onepiece/images/d/de/Emporio_Ivankov_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Emporio_Ivankov;;;Armée RévolutionnaireRoyaume de KamabakkaNewcomer Land;51 ans (avant ellipse)53 ans (après ellipse);;;;;;;;;;;Horu Horu no Mi;Fruit des Hormones;Paramecia;;;"""Le Faiseur de Miracles""(奇跡の人 Kiseki no Hito)";;XF;;8 Janvier;;Emporio Ivankov;;;Emporio Ivankov;;エンポリオ イワン コフ;;Enporio Iwankofu;;;;"Commandant des Révolutionnaires (Armée G) ;Reine des OkamasPrisonnier d'Impel Down Esclave";;Grand Line (Kedétrav);;;;;;"Chapitre 537 ; Épisode 438";Au moins 100.000.000;;;Capricorne;Hormones;Vivant(e);4m49;;;;
enel;Enel;God's Army;Automata;39;"God Enel,Goddo Eneru,Eneru";;Goro Goro no Mi;Logia;"Chapter 254; Episode 167";266 cm;God of Skypiea;;Birka;Alive;Ener;https://static.wikia.nocookie.net/onepiece/images/a/ad/Enel_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Enel;;;Clan d'Ener;37 (avant l'ellipse)39 (après l'ellipse);;Ener;;;;;;;;;Goro Goro no Mi;Fulguro-Fruit;Logia;;;"""Dieu Ener"" (神（ゴッド）・エネル, Goddo Eneru)";;S;LuneUpper Yard Bilca;6 Mai;;Ener;;;Ener;;エネル;;Eneru;;;;Dieu de Skypiea;;Îles Célestes (Bilca);;;;;;"Chapitre 254 ; Épisode 167";Aucune;;;;Son du Tonnerre;Vivant;2m66;;;;
eustass-kid;Eustass Kid;Kid Pirates;Ninja-Pirate-Mink-Samurai Alliance;23;"Captain,Kyaputen,Yusutasu Kiddo";"3,000,000,000";Jiki Jiki no Mi;Paramecia;"Chapter 498; Episode 392";205 cm;Pirate Captain;;Kutsukku Island;Unknown;Eustass Kid;https://static.wikia.nocookie.net/onepiece/images/0/0d/Eustass_Kid_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Eustass_Kid;;;L'Équipage de KidOnze Supernovae;21 ans (avant l'ellipse) 23 ans (après l'ellipse);;;;;;;;;;;Jiki Jiki no Mi;Magnéto-Fruit;Paramecia;;;"Eustass ""Captain"" Kidd (ユースタス・“キャプテン”キッド, Yūsutasu ""Kyaputen"" Kiddo)";;F;;10 Janvier;;Eustass Kid;;;"Eustass Kid ; Eustass Kidd";;ユースタス・キッド;;Yūsutasu Kiddo;;;;PirateCapitaineOnze Supernovae;;South Blue;;;;;;"Chapitre 498 ; Épisode 392";"3,000,000,000 470,000,000 315,000,000";;;Capricorne;Magnétisme;Inconnu;2m05;;;;
foxy;Foxy;Foxy Pirates;Aucune;38;"Silver Fox,Gin-gitsune,Fokushi";"24,000,000";Noro Noro no Mi;Paramecia;"Chapter 305; Episode 207";180 cm;Pirate Captain;;South Blue;Alive;Foxy;https://static.wikia.nocookie.net/onepiece/images/2/24/Foxy_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Foxy;;;L'Équipage de Foxy Davy Back Fight;36 ans (avant l'ellipse) 38 ans (après l'ellipse);;;;;;;;;;;Noro Noro no Mi;Fruit Ramollo;Paramecia;;;"""le Renard Argenté"" (銀ギツネ, Gin-gitsune?)";;S (O);;4 Avril;;Foxy;;;Foxy;;フォクシー;;Fokushī;;;;Capitaine Pirate;;South Blue;;;;;;"Chapitre 305 ; Épisode 207";24.000.000;;;;Lenteur;Vivant;1m80;;;;
franky;Franky;Straw Hat Pirates;"Straw Hat Grand Fleet,Franky Family,Tom's Workers,Ninja-Pirate-Mink-Samurai Alliance ";36;"Fra-nosuke,Furanosuke,English versions: Franosuke,Cutty Flam,Kati Furamu,Iron Man' Franky,Tetsujin Furanki,Cyborg' Franky,Saibogu Furanki,Furanki";"394,000,000";;;"Chapter 329; Episode 233";240 cm;Shipwright;"Senior Officer; Dismantler; Underworld boss; Bounty Hunter";South Blue;Alive;Franky;https://static.wikia.nocookie.net/onepiece/images/f/fe/Franky_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Franky;;;L'Équipage du Chapeau de PailleFranky Family Tom's Workers;34 ans (avant l'ellipse)36 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Franky Le Cyborg"" (""鉄人""フランキー, Saibōgu Furankī)";;XF;Water Seven Baldimore;9 mars;;Franky;;"""Cutty Flam"" (カティ・フラム, Kati Furamu)";Franky;;フランキー;;Furankī;;;;CharpentierDésosseurPirateChef de la Franky Family;;South Blue;;;;;;"Chapitre 329 ; Épisode 233Chapitre 0 ; Épisode 0";394.000.00094.000.00044.000.000;;;;;;2m25 (avant l'ellipse)2m40 (après l'ellipse);;;Bruno Magne(233-750 + Films 9-13 + ES 2-4)Martin Spinhayer(751+ + Film 14);Kazuki Yao (233-1122)Subaru Kimura (1123-)Junko Noda (jeune Cutty Flam)
fukaboshi;Fukaboshi;Neptune Family;Aucune;24;Fukaboshi;;;;"Chapter 609; Episode 528";604 cm;Prince of the Ryugu Kingdom;;Ryugu Kingdom;Alive;Fukaboshi;https://static.wikia.nocookie.net/onepiece/images/2/29/Fukaboshi_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Fukaboshi;;;"Hommes-poissons; Famille royale de l'île des hommes-poissons";24 ans;;;;;;;;;;;;;;;;;;S;;4 Février;;Fukaboshi;;;Fukaboshi;;フカボシ;;Fukaboshi;;;;Prince du Ryugu Palace;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 609; Épisode 528";;;;;;Vivant;6m04;;;;
fukurokuju;Fukurokuju;Kurozumi Family;"Beasts Pirates,Orochi Oniwabanshu,Kouzuki Family";61;Fukurokuju;;;;"Chapter 931; Episode 925";221 cm;Ninja;Captain of the Orochi Oniwabanshu;Wano Country;Unknown;Fukurokuju;https://static.wikia.nocookie.net/onepiece/images/6/6f/Fukurokuju_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Fukurokuju;;;O-Niwaban Pays de Wa L'Équipage aux Cent Bêtes;61 ans;;;;;;;;;;;;;;;;;;X;Pays des Wa (Capitale des Fleurs);29 Mars;;Fukurokuju;;;Fukurokuju;;福（ふく）ロクジュ;;Fukurokuju;;;;Ex-Commandant des O-Niwaban Ninja Pirate;;Pays des Wa;;;;;;"Chapitre 931 ; Épisode 925";;;;Bélier;;Inconnu;2m21;;;;
fullbody;Fullbody;Marines;Aucune;28;"Double Ironfist Fullbody,Ryotekken no Furubodi,Ironfist Fullbody,Tekken no Furubodi,Furubodi";"1,000,000";;;"Chapter 43; Episode 20";184 cm;Marine Lieutenant Commander;"Marine Seaman Recruit (promoted), Marine Lieutenant (demoted)";North Blue;Alive;Fullbody;https://static.wikia.nocookie.net/onepiece/images/c/c4/Fullbody_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Fullbody;;Jean Henry;Marine;26 ans (avant l'ellipse)28 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Fullbody aux Poings d'Aciers"" (両鉄拳のフルボディ, Ryōtekken no Furubodi)";;F;;7 Septembre;;Fullbody;;;Fullbody;;フルボディ;;Furubodi;;;;MarinesLieutenant CommandantLieutenant 3e Classe;;North Blue;;;;;;"Chapitre 43 ; Épisode 20";;;;;;Vivant;1m84;;;;
galdino;Galdino;Cross Guild;"Buggy's Delivery,Buggy Pirates,Buggy and Alvida Alliance,Baroque Works";37;"Mr. 3,Misuta Suri,Loan Shark,Yamikin,Gyarudino";"24,000,000";Doru Doru no Mi;Paramecia;"Chapter 117; Episode 70";179 cm;Pirate;"Officer Agent; Prisoner of the Great Prison";South Blue;Alive;Galdino;https://static.wikia.nocookie.net/onepiece/images/1/11/Galdino_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Galdino;;David Dastmalchian;Alliance Baggy et Alvida/Les Pirates d'Expédition Baroque Works Cross Guild;35 ans (au début)37 ans (après ellipse);"""Mr 3"" (ミスター・スリー, Misutā Surī)";;;;;;;;;;Doru Doru no Mi;Ciro-Fruit;Paramecia;;;"""L'Usurier"" (闇金, Yamikin)";;;Alabasta Impel Down Île de Kalai Bali;3 Mars;;Galdino;;;Galdino;;ギャルディーノ;;Gyarudīno;;;;Agent numéro 3 du Baroque Works Lieutenant de Alliance Baggy et Alvida/Les Pirates d'Expédition Lieutenant de la Cross Guild;;South Blue;;;;;;"Chapitre 117 ; Épisode 70";24.000.000;;;;Abréviation de Kyandoru (Candle);Vivant;1m79;;;;
