id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_aliases;fr_wiki_dfnom;fr_wiki_dftype;fr_wiki_lieuvie;fr_wiki_occupation;fr_wiki_origine;fr_wiki_première;fr_wiki_prime;fr_wiki_statut;fr_wiki_taille
speed;Speed;Beasts Pirates;"Kurozumi Tama,Ninja-Pirate-Mink-Samurai Alliance";24;Supido;;;Artificial Zoan;"Chapter 917; Episode 904";298 cm;Shinuchi;;Wano Country;Alive;L'Équipage aux Cent Bêtes;24 ans;"Speed, スピード, Supīdo";Smile du cheval;SMILE;;Commandante;Pays des Wa;"Chapitre 917 ; Épisode 904";;Vivante;2m98
squard;Squard;Maelstrom Spider Pirates;Whitebeard Pirates;52;"Maelstrom Spider,O Uzu Gumo,English versions: Whirl Spider,Sukuado";"210,000,000";;;"Chapter 551; Episode 460";228 cm;Pirate Captain;;Grand Line;Alive;Subordonné de L'Équipage de Barbe Blanche L'Équipage des Spider Malstrom;52 ans;"Squardo, ""L'Araignée des Maelstrom"" (大渦蜘蛛, Uzu Gumo), Squard, スクアード, Sukuādo";;;;Pirate Capitaine;Grand Line;"Chapitre 551 ; Épisode 460";210.000.000;;2m28
streusen;Streusen;Big Mom Pirates;Rocks Pirates;92;"Gourmet Knight,Bishoku Kishi,Shutoroizen";;Kuku Kuku no Mi;Paramecia;"Chapter 858; Episode 827";140 cm;Executive Chef;Pirate;Grand Line;Alive;Équipage de Big Mom L'Équipage de Rocks;92 ans;"""Chevalier Gourmet"" (美食騎士, Bishoku Kishi), Streusen, シュトロイゼン, Shutoroizen";Kuku Kuku no Mi;Paramecia;Archipel Totto Land;Chef Cuisinier Pirate;Grand Line;"Chapitre 858 ; Épisode 827";;Vivant;1m40
stussy;Stussy;Vegapunk;"CP0,Underworld,MADS";36;"Queen of the Pleasure District,Kanraku-gai no Joo,Sutyushi";;Batto Batto no Mi;Zoan;Episode 830 (actual);179 cm;Spy;"Cipher Pol Agent; Empress of the Underworld";MADS Research Ship;Unknown;CP-AIGIS0Pègre;36 ans;"""Reine des Quartiers de Plaisir"" (歓楽街の女王, Kanraku-gai no Joō), Stussy, ステューシー, Sutyūshī";Batto Batto no Mi;Zoan;;Agent du Cipher PolEmpereur de la PègreReine du Quartier des Plaisirs;Grand Line;"Chapitre 860 ; Épisode 828";;Inconnu;1m79
sugar;Sugar;Donquixote Pirates;Aucune;22;Shuga;;Hobi Hobi no Mi;Paramecia;"Chapter 682; Episode 608";110 cm;Pirate Special Officer;;North Blue;Alive;Équipage de Don Quijote;22 ans 10 ans (En apparence);"Sugar, シュガー, Shugā";"Hobi Hobi no Mi, Fruit du Joujou";Paramecia;Dressrosa;Pirate;North Blue;"Chapitre 682 ; Épisode 608";;Vivante;1m10
suleiman;Suleiman;Beautiful Pirates;"Underworld,Straw Hat Grand Fleet";40;"Suleiman the Beheader,Kubi-hane Sureiman,Sureiman";"67,000,000";;;"Chapter 704; Episode 632";240 cm;Pirate;"War Criminal; Mercenary";South Blue;Alive;"La Grande Flotte du Chapeau de Paille, L'Équipage des Magnifiques Pirates";40 ans;"""Le Briseur de Nuques"" (首はね, Kubi-hane), Suleiman, スレイマン, Surēman";;;;"Pirate, Gladiateur, Epéiste";South Blue;"Chapitre 704, Épisode 632";67 000 000;Vivant;2m40
tamago;Tamago;Big Mom Pirates;Aucune;46;"Baron Tamago,Tamago Danshaku,Tamago";"429,000,000";Tama Tama no Mi;Zoan;"Chapter 651; Episode 570";301 cm;Combatant;Broker;Grand Line;Alive;Équipage de Big Mom;46 ans;"Le Baron Tamago (タマゴ男爵 Tamago Danshaku) ; Glénat : ""Baron Delœuf"", Tamago, Delœuf, タマゴ";"Tama Tama no Mi, Fruit de l’Œuf";Zoan;;Pirate Courtier;Grand Line;"Chapitre 651 ; Épisode 570";429.000.000;Vivant;3m01
tashigi;Tashigi;Marines;"G-5,Loguetown Marine Base";23;Tashigi;"100,000,000";;;"Chapter 96; Episode 48";170 cm;Captain;"Ensign; Master Chief Petty Officer";East Blue;Alive;Marine;21 ans (début)23 ans;"Tashigi, たしぎ";;;Logue Town;"Capitaine, Sous-Lieutenant, Sergent-Chef";East Blue;"Chapitre 96 ; Épisode 48";;;1m70
tilestone;Tilestone;Galley-La Company;Aucune;35;Tairusuton;;;;"Chapter 323; Episode 230";255 cm;Dock One Foreman;Shipwright;Water 7;Alive;Galley-La Company;35 ans;"Tileston, Tilestone, タイルストン, Tairusuton";;;;Charpentier Contremaître du Quai 1;Water Seven;"Chapitre 323 ; Épisode 230";;;2m55
trafalgar-d-water-law;Trafalgar D. Water Law;Heart Pirates;"Clan of D.,Ninja-Pirate-Mink-Samurai Alliance ,Seven Warlords of the Sea,Donquixote Pirates";26;"Surgeon of Death,Shi no Gekai,Torafaruga Di Wateru Ro";"3,000,000,000";Ope Ope no Mi;Paramecia;"Chapter 498; Episode 392";191 cm;Pirate Captain;"Doctor; Warlord of the Sea";North Blue;Alive;Équipage du HeartAlliance des Ninjas-Pirates-Minks-SamouraïsSept Grands Corsaires L'Équipage de Don Quichotte Doflamingo;26 ans;"Trafalgar Law (トラファルガー・ロー Torafarugā RōTrifouillis (トラオ Torao), ""Le Chirurgien de la Mort""(死の外科医, Shi no Gekai), Trafalgar D. Water Law, トラファルガー・D・ワーテル・ロー, Torafarugā Dī Wāteru Rō";"Ope Ope no Mi, Fruit du Bistouri";Paramecia;Flevance Spider Miles Île de Swallow;"Pirate, Capitaine PirateMédecinCo-Leader de l'AllianceSupernovaeGrand Corsaire";North Blue;"Chapitre 498, Épisode 392";"200 000 000440 000 000500 000 0003,000,000,000 (Post Wano)";Vivant;1m91 (avant/après ellipse)
trebol;Trebol;Donquixote Pirates;Aucune;49;Toreboru;"99,000,000";Beta Beta no Mi;Paramecia;"Chapter 700; Episode 629";349 cm;Pirate Executive Officer;"Staff Officer; Sugar's Bodyguard";North Blue;Alive;Équipage de Don Quijote;49 ans;"Trébol, トレーボル, Torēboru";"Beta Beta no Mi, Fruit du poisse-poisse";Paramecia;Spider Miles Dressrosa;Pirate Garde du Corps;North Blue;"Chapitre 700 ; Épisode 629";99.000.000;Vivant;3m49
tsuru;Tsuru;Marines;Aucune;76;"Great Staff Officer,Dai-Sanbo,'Great Advisor,Tsuru";"500,000,000";Woshu Woshu no Mi;Paramecia;"Chapter 234; Episode 151";204 cm;Vice Admiral;;North Blue;Alive;Marines;76 ans;"""La Grande Conseillère"" (大（ダイ）参（サン）謀（ボウ）, Dai-Sanbō?); ""Vice-Amiral Tsuru"" (つる中（チュウ）将（ジョウ）, Tsuru Chūjō?), Tsuru, つる";"Woshu Woshu no Mi, Fruit de la lessive";Paramecia;;Vice-Amiral;North Blue;"Chapitre 234 ; Épisode 151Chapitre 0 ; Épisode 0";;Vivante;2m04
ulti;Ulti;Yamato;"Beasts Pirates, Tobiroppo";22;Uruti;"400,000,000";"Ryu Ryu no Mi, Model: Pachycephalosaurus";Ancient Zoan;"Chapter 977; Episode 982";173 cm;Shinuchi;;Grand Line;Alive;Équipage des cent bêtes;22 ans;"Ulti, うるティ, Uruti";"Ryu Ryu no Mi, modèle Pachycéphalosaure, Fruit du Dinosaure, version Pachycéphalosaurus";Zoan Antique;;Pirate Tobiroppo;Grand Line;"Chapitre 978 ; Épisode 982";400.000.000;Vivante;1m73
urouge;Urouge;Fallen Monk Pirates;Aucune;47;"Mad Monk,Kaiso,Uruji";"108,000,000";;;"Chapter 498; Episode 392";388 cm;Pirate Captain;;Sky Island;Alive;L'Équipage des Moines DépravésOnze Supernovae;47 ans;"""Le Moine Fou"" (“怪僧” ウルージ, Kai Sō Urūji), Urouge, ウルージ, Urūji";"Inconnu, Fruit d'Urouge";Paramecia;;Capitaine Pirate;Îles Célestes;"Chapitre 498 ; Épisode 392";108 000 000;Vivant;3m88
van-augur;Van Augur;Blackbeard Pirates;Aucune;27;"The Supersonic,Otogoe,Van Oga";"64,000,000";Wapu Wapu no Mi;Paramecia;"Chapter 222; Episode 146";340 cm;Titanic Captain (Captain of the Third Ship);Sniper;East Blue;Alive;L'Équipage de Barbe Noire;27 ans;"""Le Supersonique"" (音（おと）越（ごえ）, Otogoe?), Van Augur, Van Auger, ヴァン･オーガー, Van Ōgā";"Wapu Wapu no Mi, Fruit de la Téléportation";Paramecia;;PirateTireur d'ÉliteCommandant de la 3ème flotte de L'Équipage de Barbe Noire;East Blue;"Chapitre 222 ; Épisode 146";Au moins 64.000.000;Vivant;3m40
vander-decken-ix;Vander Decken IX;Flying Pirates;Ally of the New Fish-Man Pirates;35;Banda Dekken Kyusei;Unknown;Mato Mato no Mi;Paramecia;"Chapter 606; Episode 525";352 cm;Pirate Captain;;Ryugu Kingdom;Alive;L'Équipage des Pirates Volants;35 ans;"Vander Decken IX, バンダー・デッケン九世, Bandā Dekken Kyūsē";"Mato Mato no Mi, Fruit du Dans le Mille";Paramecia;;Capitaine Pirate;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 606 ; Épisode 525";;;3m52
vasco-shot;Vasco Shot;Blackbeard Pirates;Impel Down;38;"Heavy Drinker' Vasco Shot,Ozake no Basuko Shotto,Basuko Shotto";Unknown;Gabu Gabu no Mi;Paramecia;"Chapter 575; Episode 484";573 cm;Titanic Captain (Captain of the Eighth Ship);Prisoner of the Great Prison;South Blue;Alive;L'Équipage de Barbe Noire Les Prisonniers d'Impel Down;38 ans;"""Le Roi de la Bibine"" (大（おお）酒（ざけ）のバスコ・ショット, Oozake no Basuko Shotto?) ou ""L'Ivrogne"" (ancienne édition), Vasco Shot, バスコ・ショット, Basuko Shotto";"Gabu Gabu no Mi, Fruit du Glouglou";Paramecia;Île de Ruche;Pirate Commandant de la 8e flotte de l'équipage de Barbe Noire;South Blue;"Chapitre 575 ; Épisode 484";Au moins 100.000.000;Vivant;5m73
vinsmoke-ichiji;Vinsmoke Ichiji;Vinsmoke Family;"Germa Kingdom,Germa 66";21;"Sparking Red,Supakingu Reddo,Vinsumoku Ichiji";;;;"Chapter 828; Episode 787";186 cm;Prince;Mercenary;Germa Kingdom;Alive;Germa 66 Famille Vinsmoke;21 ans;"""Sparking Red"" (スパーキングレッド, Supākingu Reddo), Vinsmoke Ichiji, Ichiji Vinsmoke, ヴィンスモーク・イチジ, Vinsumōku Ichiji";;;;Prince Soldat du Germa 66;North Blue (Royaume de Germa);"Chapitre 828 ; Épisode 787";;Vivant;186 cm
vinsmoke-niji;Vinsmoke Niji;Vinsmoke Family;"Germa Kingdom,Germa 66";21;"Dengeki Blue,Dengeki Buru,Electric Shock Blue,Vinsumoku Niji";;;;"Chapter 828; Episode 787";185 cm;Prince;Mercenary;Germa Kingdom;Alive;"Germa 66; Famille Vinsmoke";21 ans;"""Electric Blue"" (デンゲキブルー, Dengeki Burū), Vinsmoke Niji, Niji Vinsmoke, ヴィンスモーク・ニジ, Vinsumōku Niji";;;;"Prince; Soldat du Germa 66";North Blue (Royaume de Germa);"Chapitre 828; Épisode 787";;Vivant;1m85
vinsmoke-reiju;Vinsmoke Reiju;Vinsmoke Family;"Germa Kingdom,Germa 66";24;"Poison Pink,Poizun Pinku,Vinsumoku Reiju";;;;"Chapter 826; Episode 784";173 cm;Princess;Mercenary;Germa Kingdom;Alive;Germa 66Famille Vinsmoke;24 ans;"""Poison Pink"" (ポイズンピンク, Poizun Pinku), Vinsmoke Reiju, Reiju Vinsmoke, ヴィンスモーク・レイジュ, Vinsumōku Reiju";;;;Princesse;North Blue (Royaume de Germa);"Chapitre 826 ; Épisode 783";;Vivante;1m73
vinsmoke-yonji;Vinsmoke Yonji;Vinsmoke Family;"Germa Kingdom,Germa 66";21;"Winch Green,Uinchi Gurin,Vinsumoku Yonji";;;;"Chapter 825; Episode 783";194 cm;Prince;Mercenary;Germa Kingdom;Alive;"Germa 66 ; Famille Vinsmoke";21 ans;"""Winch Green"" (ウインチグリーン, Uinchi Gurīn), Vinsmoke Yonji, Yonji Vinsmoke, ヴィンスモーク・ヨンジ, Vinsumōku Yonji";;;;;North Blue (Royaume de Germa);"Chapitre 825; Épisode 783";;;1m94
riku-viola;Riku Viola;Riku Family;Donquixote Pirates;29;"Violet,Vaioretto,Viora";;Giro Giro no Mi;Paramecia;"Chapter 703; Episode 632";178 cm;Princess of Dressrosa;"Pirate Officer; Assassin; Dancer";Dressrosa;Alive;Équipage de Don Quijote;29 ans;"Violette (ヴァイオレット, Vaioretto), Riku Viola, Viola, ヴィオラ, Viora";"Giro Giro no Mi, Fruit du Regard";Paramecia;;Princesse de Dressrosa Assassin Pirate Danseuse;Dressrosa;"Chapitre 703 ; Épisode 632";;;1.78 m
vista;Vista;Whitebeard Pirates;Aucune;47;"Vista of the Flower Swords,Kaken no Bisuta,Crunchyroll: 'Vista the Flower Blade,Bisuta";Unknown;;;"Chapter 552; Episode 0";328 cm;5th Division Commander;Pirate;North Blue;Alive;L'Équipage de Barbe Blanche;47 ans;"""L'épée fleurie"" (花剣, Kaken), Vista, ビスタ, Bisuta";;;;Pirate Commandant de la 5e Division Épéiste;North Blue;"Chapitre 552 ; Épisode 461Chapitre 0 ; Épisode 0";Inconnue;;3m28
vito;Vito;Fire Tank Pirates;Aucune;36;"Monster Gun,Kaiju,'Phantom Gun,Vito";"95,000,000";;;"Chapter 812; Episode 763";242 cm;"Pirate, Advisor";Mafia gangster;West Blue;Alive;Équipage du Fire Tank;36 ans;"""Monster Gun"" (怪銃, Kai jū), Vito, ヴィト";;;;Conseiller de Équipage du Fire Tank Pirates;West Blue;"Chapitre 812 ; Épisode 763";95.000.000;Vivant;2.42 m
wadatsumi;Wadatsumi;Sun Pirates;Flying Pirates;25;"Large Monk,Onyudo,Giant Monk' in the FUNimation subs,Wadatsumi";;;;"Chapter 606; Episode 525";8000 cm;Pirate;;Ryugu Kingdom;Alive;L'Équipage des Pirates du SoleilL'Équipage des Pirates Volants;25 ans;"""Moine Géant"" (大入道, Ōnyūdō), Wadatsumi, ワダツミ";;;;Pirate;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 606 ; Épisode 525";;;80m
wanda;Wanda;Mokomo Dukedom;"Inuarashi Musketeer Squad,Ninja-Pirate-Mink-Samurai Alliance";28;Wanda;;;;"Chapter 804; Episode 753";181 cm;Musketeer;Kingsbird;Mokomo Dukedom;Alive;Principauté de Mokomo;28;"Wanda, ワンダ";;;Zou;Gardien de la forêt de la Baleine Oiseau Royal Membre de L'Escouade de Mousquetaires Épéiste;Zou (Principauté de Mokomo);"Chapitre 804 ; Épisode 753";;;1m81
wanze;Wanze;CP7;Aucune;28;"Mad Wanze,Maddona Wanze,Wanze";;;;"Chapter 367; Episode 257";173 cm;Cipher Pol Agent;Chef;West Blue;Alive;CP7;28 ans;"Wanze, ワンゼ";;;;Agent du Cipher PolChef;West Blue;"Chapitre 367 ; Épisode 258";;;1m73
wapol;Wapol;Evil Black Drum Kingdom;"Drum Kingdom,Bliking Pirates";29;"Tin-Plate' Wapol,Buriki no Waporu,Wapol of Tin,Waporu";;Baku Baku no Mi;Paramecia;"Chapter 131; Episode 79";207 cm;King of the Evil Black Drum Kingdom;"President of Wapol Konzern; King of Drum Kingdom; Pirate; Captain";Drum Kingdom;Alive;Île de Drum L’Équipage de Wapol Royaume maléfique de Black Drum;29 ans;"""Lord Wapol""; ""Wapol la quincaille/Wapol aux plaquettes métalliques"" (ブリキのワポル, Buriki no Waporu), Wapol, ワポル, Waporu";"Baku Baku no Mi, Fruit du Glouton";Paramecia;;"Roi de Drum ; Capitaine Pirate ; Patron de la Baku Baku Factory, Roi du Royaume maléfique de Black Drum.";Île de Drum;"Chapitre 131, Épisode 79";Inconnue;Vivant;2m07
who-s-who;Who's-Who;Beasts Pirates;"Tobiroppo,Who's-Who Pirates,CP9";38;"Who of the Droplets,Shibuki no Fu,Fuzu Fu";"546,000,000";"Neko Neko no Mi, Model: Saber Tiger";Ancient Zoan;Episode 982 (actual);336 cm;Shinuchi;"Pirate; Captain; Prisoner; Cipher Pol Agent";North Blue;Alive;L'Équipage aux Cent Bêtes CP9 L'Équipage de Who's-Who;38 ans;"""Who la Goutelette"" (飛沫のフー, Shibuki no Fū), Who's-Who, Who's Who, フーズ・フー, Fūzu Fū";"Neko Neko no Mi, modèle Tigre à dents de sabre, Fruit du Félin - Version Tigre à Dents de Sabre";Zoan Antique;Île Onigashima;Pirate Tobiroppo Capitaine Pirate Agent du Cipher Pol;North Blue;"Chapitre 978 ; Épisode 982";546.000.000;Vivant;3m36
wiper;Wiper;Shandia;God's Guards;24;"Berserker,Senki,Waipa";;;;"Chapter 237; Episode 153";183 cm;Shandia Warrior;God's Guard;Skypiea;Alive;"Shandia, Gardes de Dieu";24 ans;"""Wiper le Démon Furieux"" (戦鬼ワイパー, Senki Waipā), Wiper, ワイパー, Waipa";;;;"Guerrier Shandia, Gardes de Dieu";Îles Célestes (Skypiea);"Chapitre 237, Épisode 153";;Vivant;1m83
x-drake;X Drake;Marines;"SWORD,Drake Pirates,Beasts Pirates,Tobiroppo,Barrels Pirates ,Ninja-Pirate-Mink-Samurai Alliance";33;"Dory,Dorii,English version: Drie,Red Flag,Akahata,Diesu Doreku";"222,000,000";"Ryu Ryu no Mi, Model: Allosaurus";Ancient Zoan;"Chapter 498; Episode 392";233 cm;Captain of SWORD;"Pirate; Captain; Shinuchi; Marine Rear Admiral";North Blue;Alive;"L'Équipage de X. Barrels Équipage des cent bêtes Équipage de DrakeOnze Supernovae Marine ""SWORD""";33 ans;"""Le Drapeau Rouge""; ""Le Pavillon Rouge"" (赤旗, Aka Hata), X-Drake, Dory (ドリィ, Dorii), Ｘ（ディエス）・ドレーク, Diesu Dorēku";"Ryu Ryu no Mi, modèle Allosaure, Fruit du dinosaure, version Allosaurus";Zoan Antique;;"Capitaine Pirate (couverture), Tobiroppo Sous-Amiral, Commandant du ""SWORD""";North Blue;"Chapitre 498 ; Épisode 392";222.000.000;Vivant;2m33
yamato;Yamato;Ninja-Pirate-Mink-Samurai Alliance;Beasts Pirates;28;"Kouzuki Oden,Kozuki Oden,Oni Princess,Onihime,'Ogre Princess,Yamato";;"Inu Inu no Mi, Model: Okuchi no Makami";Mythical Zoan;"Chapter 971; Episode 972";263 cm;;;;Alive;Alliance des Ninjas-Pirates-Minks-Samouraïs;28 ans;"""Oden Kozuki"" (光月おでん, Kōzuki Oden) (par elle-même)""Princesse Démone"", Yamato, ヤマト";"Inu Inu no Mi, modèle Okuchi no Makami, Fruit du Canidé - Version Loup Divin";Zoan Mythique;Pays des Wa (Île Onigashima);Civile;Origine inconnue;"Chapitre 971 ; Épisode 972";;Vivante;2m63
yarle;Yarle;Giant Warrior Pirates;Aucune;;"Mountain Beard' Jarul,Yamahige no Yaruru,Beardhill,Yaruru";;;;"Chapter 866; Episode 836";2050 cm;Pirate Captain;;Elbaph;Alive;L'Équipage des Géants Erbaf;408 ans;"""Jarl à la Barbe en cime"" (山ひげのヤルル, ""Yamahige no Yaruru""), Yarle, Jarl, ヤルル, Yaruru";;;Erbaf;Capitaine Pirate;Erbaf;"Chapitre 866 ; Épisode 836";;Vivant;20m50
yasopp;Yasopp;Red Hair Pirates;Aucune;47;"Chaser,Cheisa,Yasoppu";Unknown;;;"Chapter 1; Episode 4";183 cm;Pirate;"Senior Officer; Sniper";Gecko Islands;Alive;L'Équipage du Roux;47 ans;"""Le Chasseur"" (追擊者（チェイサー）, Cheisā), Yasopp, ヤソップ, Yasoppu";;;;PirateSniper;East Blue (Archipel des Gekko);"Chapitre 1 ; Épisode 4";Inconnue;Vivant;1m83
yosaku;Yosaku;Johnny;Roronoa Zoro's band;26;Yosaku;;;;"Chapter 42; Episode 20";185 cm;Bounty Hunter;Fisherman;East Blue;Alive;"Johnny, Roronoa Zoro";26 ans;"Yosaku, ヨサク";;;;Chasseurs de Primes;East Blue;"Chapitre 42, Épisode 20";;Vivant;1m85
zala;Zala;New Spiders Cafe;Baroque Works;28;"Miss Doublefinger,Misu Daburufinga,4Kids: 'Ms. New Year's Eve,Funimation: 'Miss Double Finger,Paula,Pora,'Pola,Poison Spider Zala,Doku Gumo no Zara,Zara";"35,000,000";Toge Toge no Mi;Paramecia;"Chapter 155; Episode 103";187 cm;Spiders Cafe Owner;"Assassin; Officer Agent";Grand Line;Alive;Baroque Works Spider's Café;28 ans;"""Miss Doublefinger"" (ミス・ダブルフィンガー, Misu Daburufingā); ""Paula (ポーラ Pōra), ""L'Araignée Empoisonnée"" (毒グモ, Doku Gumo), Zala, ザラ, Zara";"Toge Toge no Mi, Fruit de l'oursin";Paramecia;;Propriétaire du Spiders Café Agente Officière de Baroque Works;Grand Line;"Chapitre 155 ; Épisode 103";35.000.000;;1m87
zambai;Zambai;Galley-La Company;"Zambai's Company Union,Franky Family";35;Zanbai;;;;"Chapter 324; Episode 230";227 cm;Dismantler;Bounty Hunter;Water 7;Alive;"Franky Family ; Galley-La Company";35 ans;"Zambai, ザンバイ, Zanbai";;;;"Charpentier ; Chasseurs de Primes";Water Seven;"Chapitre 324 ; Épisode 230";;;2.37 m
zeff;Zeff;Baratie;Cook Pirates;67;"Red-Leg Zeff,Akaashi no Zefu,Red Foot Zeff,English,Zefu";Unknown;;;"Chapter 43; Episode 20";189 cm;"Head Chef of Baratie, Pirate Captain";;East Blue;Alive;BaratieL'Équipage du Cook;67 ans;"""Zeff aux Pieds Rouges"" (赫足のゼフ, Aka Ashi no Zefu), Zeff, ゼフ, Zefu";;;Baratie;Capitaine Pirate de l'Équipage du Cook Chef cuisinier et dirigeant du Baratie;East Blue;"Chapitre 43 ; Épisode 20Chapitre 0 ; Épisode 0";60 000 000;Vivant;1m89
zeo;Zeo;New Fish-Man Pirates;Aucune;30;"Noble of the Fish-Man District,Gyojin-gai no Kizoku,Zeo";;;;"Chapter 611; Episode 530";325 cm;Pirate;Pirate Officer;Ryugu Kingdom;Alive;L'Équipage des Nouveaux Hommes-Poissons;30 ans;"""Noble du District des Hommes-Poissons"" (魚人街の貴族, Gyojin-gai no Kizoku), Zeo, ゼオ";;;;Lieutenant Pirate des Nouveaux Hommes-Poissons;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 611 ; Épisode 530";;Vivant;3m25
mansherry;Mansherry;Tontatta Kingdom;Aucune;25;Mansheri;;Chiyu Chiyu no Mi;Paramecia;"Chapter 717; Episode 647";20 cm;Princess;;Green Bit;Alive;Royaume de Tontatta;25 ans;"Mansherry, Manshelly, マンシェリー, Mansherī";"Chiyu Chiyu no Mi, Fruit de la guérison";Paramecia;;Princesse;Green Bit;"Chapitre 717; Épisode 647";;Vivante;20cm
mozu-et-kiwi;Mozu et Kiwi;Franky Family;Aucune;19;"Square Sisters,Sukuea Shisutazu,Mozu & Kiui";;;;"Chapter 329; Episode 233";187 cm;Bartenders;Bounty Hunters;"Water 7, Slums";Alive;Franky Family;Kiwi :22 ansMozu :21 ans;"Mozu et Kiwi, モズ&キウイ, Mozu & Kiui";;;Water Seven;"Désosseuses de bateaux; ServeusesChasseurs de Primes";Grand Line (Bas-fonds de Water Seven);"Chapitre 329 ; Épisode 233";;Vivantes;1m87 (toutes les deux)
shirahoshi;Shirahoshi;Neptune Family;Ryugu Kingdom;16;"Poseidon,Mermaid Princess,Ningyo Hime,Shirahoshi";;;;"Chapter 612; Episode 531";1187 cm;Princess of the Ryugu Kingdom;;Ryugu Kingdom;Alive;Famille de Neptune Royaume Ryugu;16 ans;"""Poséidon"" (ポセイドン, Poseidon), ""Princesse Sirène"" (人魚姫, Ningyo Hime), Shirahoshi, しらほし";;;;Princesse du royaume des hommes-poissons;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 612 ; Épisode 531";;Vivant;11m87
vinsmoke-sanji;Sanji;Straw Hat Pirates;"Straw Hat Grand Fleet,Vinsmoke Family,Baratie,Germa Kingdom ,Ninja-Pirate-Mink-Samurai Alliance";21;"Mr. Prince,Mr.,Misuta Purinsu,San-gorou,Sangoro,English versions: Sangoro,Osoba-mask,O-Soba Masuku,English versions: 'Soba Mask,Vinsmoke Sanji,Vinsumoku Sanji,Black Leg,Kuro Ashi,Sanji";"1,032,000,000";;;"Chapter 43; Episode 20";180 cm;Cook;"Senior Officer; Sous Chef; Prince; Cart Vendor (temporary)";North Blue;Alive;L'Équipage du Chapeau de PailleFamille Vinsmoke;21 ans;"""Mr. Prince"" (Mr. プリンス, Misutā Purinsu)""Sangoro"" (サン五郎, Sangorō)""O-Soba Mask"" (おそばマスク, O-Soba Masuku), Sandy, ""La Jambe Noire"" (黒脚, Kuro Ashi), Sanji, ""Vinsmoke Sanji"" (ヴィンスモーク・サンジ, Vinsumōku Sanji), サンジ";;;Baratie Royaume de Germa;"Cuisinier; PirateSous-Chef Prince";Royaume de Germa;"Chapitre 43; Épisode 20";1.032.000.000330.000.000177.000.00077.000.000;;1m77 (au début)1m80 (après ellipse)
iceburg;Iceburg;Galley-La Company;"Water 7,Tom's Workers";40;Aisubagu;;;;"Chapter 323; Episode 230";199 cm;President of the Galley-La Company;Mayor of Water 7;Water 7;Alive;"Water SevenGalley-La Company; Tom's Workers";40 ans;"Iceburg, Icebarg, アイスバーグ, Aisubāgu";;;;Maire de Water SevenPrésident de Galley-La CompanyCharpentier;Water Seven;"Chapitre 323 ; Épisode 230Chapitre 0 ; Épisode 0";;Vivant;1m99
tony-tony-chopper;Tony Tony Chopper;Straw Hat Pirates;"Straw Hat Grand Fleet,Foxy Pirates ,Ninja-Pirate-Mink-Samurai Alliance";17;"Chopa-emon,Choppaemon,English versions: Chopperemon,Cotton Candy Lover,Wataame Daisuki,Toni Toni Choppa";1;Hito Hito no Mi;Zoan;"Chapter 134; Episode 81";90 cm;Doctor;Senior Officer;Drum Island;Alive;Équipage de Chapeau de PailleÉquipage de Foxy (temporairement);17 ans;"Tony-Tony Chopper, ""Le Fana de Barbe à Papa"" (わたあめ大好き, Wataame Daisuki), Tony Tony Chopper, トニートニー・チョッパー, Tonī Tonī Choppā";"Hito Hito no Mi, Fruit de l'Humain";Zoan;;"Docteur, Pirate";Grand Line (Royaume des Cerisiers);"Chapitre 134, Épisode 81";1.00010050;;Change en fonction de ses formes
usopp;Usopp;Straw Hat Pirates;"Straw Hat Grand Fleet,Usopp Pirates ,Ninja-Pirate-Mink-Samurai Alliance";19;"Sogeking,Sogekingu,Hana Arashi'Usoland,Usorando,Uso-hachi,Usohachi,English versions: Usohachi,King of Snipers,Sogeki no O-sama,Sniper King,VIZ,God,Goddo,Usoppu";"500,000,000";;;"Chapter 23; Episode 8";176 cm;Sniper;"Senior Officer; Toad Oil Salesman (temporary)";Gecko Islands;Alive;Équipage de Chapeau de PailleÉquipage du Capitaine Usopp;19 ans;"""Sniperking/Roi Dutir"" (そげキング, Sogekingu)""Usohachi"" (ウソ八, Usohachi), Pipo, ""Sniperking/Roi Dutir"" (狙撃の王様, Sogeki no Ou-sama)""Dieu Usopp"" (神 - ウソップ, Goddo Usoppu), Usopp, ウソップ, Usoppu";;;;"Tireur d'élite, Pirate";;"Chapitre 23, Épisode 8";500.000.000200.000.00030.000.000;;1m74 (au début)1m76 (après ellipse)
